Name,Score,Rank,Popularity,Genres,Episodes,Start Date,End Date,Producers,Studios
Kai Feng Qitan: Zhege Baogong Bu Taixing,6.17,7786,11922,"Action, Comedy, Historical",10,"May 19, 2017","Jul 21, 2017","Yaoqi, Colored Pencil Animation",Studio LAN
Jakusansei Million Arthur: Forever Kakusansei Million Arthur,6.31,7055,10031,"Comedy, Parody, Ecchi, Fantasy",60,"Nov 20, 2015","Jun 13, 2018",Square Enix,Gathering
Nui Nui Hinobori San Kyoudai,N/A,12109,12737,Slice of Life,4,"Apr 28, 2017","Dec 17, 2017","None found, add some",DLE
Jinryoku Senkan!? Shiokaze Sawakaze,N/A,15677,12835,"Sci-Fi, Mecha, School",3,"May 2, 2017","Nov 10, 2018","None found, add some",Gaina
Mu Wang Zhi Wang: Han Tie Dou,N/A,11843,13010,"Action, Mystery, Historical, Romance, Martial Arts",21,"May 11, 2017","Sep 21, 2017","None found, add some",BUILD DREAM
Aozora Under Girls!,5.54,10093,13047,Music,2,"May 29, 2017","Aug 28, 2018","None found, add some","None found, add some"
NoisyCell x Ponkotsu Quest,5.23,10875,13260,"Comedy, Music, Parody",1,"Jun 7, 2017",?,"None found, add some","None found, add some"
Haitoku Pistols no Kinkyuu Kaigi?,5.37,10581,13499,"Game, Music, Parody",1,"May 25, 2017",?,"None found, add some","None found, add some"
Chizu no Nai Bouken,5.78,9305,13607,Slice of Life,1,"May 19, 2017",?,Imagine,"None found, add some"
BraFro x Taka no Tsume: Brave Funding Prologue,5.12,11053,14060,Parody,1,"May 28, 2017",?,"None found, add some","None found, add some"
Yogen-sha Ikusei Gakuen: Fortune Tellers Academy,N/A,13925,14176,Fantasy,1,"Apr 27, 2017",?,Square Enix,"None found, add some"
Huan Jing Nuo De Lin,N/A,15477,14258,"Action, Fantasy, Mecha",1,"Apr 28, 2017",?,YHKT Entertainment,"None found, add some"
Project Tokyo Dolls: Episode 0,N/A,12491,14291,"Action, Fantasy",3,"Jun 5, 2017","Jun 9, 2017",Square Enix,"Wit Studio, Square Enix Visual Works"
Isobe Isobee with Nakata Yasutaka de Sourou,N/A,15607,14375,"Historical, Music, Parody",1,"Apr 23, 2017",?,"None found, add some","None found, add some"
Marumofubiyori,N/A,16435,14647,Kids,Unknown,"Apr 3, 2017",?,Sanrio,"None found, add some"
Luna-tan: 1-mannen no Himitsu,N/A,16324,14893,"Magic, Fantasy",10,"Jun 5, 2017","Jul 29, 2017","NTT Plala, Anime Beans",Signal.MD
Kamo ga Suki,5.78,9319,15437,"Comedy, Dementia",1,"Apr 6, 2017",?,"None found, add some","None found, add some"
Boku wa Shitteru yo.,N/A,14435,15442,Slice of Life,1,"Jun 21, 2017",?,"None found, add some",Pops Inc.
Dekiru ka na,N/A,14755,15583,Comedy,10,"Jun 5, 2017","Aug 30, 2017","Production I.G, Anime Beans","None found, add some"
Aware! Meisaku-kun: DVD Hatsubai Kettei!,N/A,14309,15929,"Comedy, Parody",Unknown,"May 5, 2017",?,"None found, add some",Pie in the sky
Pa-ri Nezumi-kun,N/A,12325,15959,"Comedy, Sports",3,"Apr 15, 2017","Jun 15, 2017","None found, add some","None found, add some"
Kabushikigaisha G-anime Saiyou Concept Movie,N/A,15729,16002,Slice of Life,1,"Apr 19, 2017",?,"None found, add some",G-angle
Chou Futsuu Toshi Kashiwa Densetsu: Ekimae Housou UDC2-hen,N/A,14622,16562,"Comedy, Fantasy",Unknown,"May 22, 2017",?,"None found, add some",Super Normal Studio
Boku no Hero Academia: Training of the Dead,7.29,2430,1065,"Action, Comedy, Super Power, School, Shounen",1,"Jun 2, 2017",?,"None found, add some",Bones
Boku no Hero Academia: Sukue! Kyuujo Kunren!,7.29,2429,1188,"Action, Comedy, School, Shounen, Super Power",1,"Apr 4, 2017",?,"None found, add some",Bones
"New Game!: Watashi, Shain Ryokou tte Hajimete nano de...",7.41,1902,2113,"Comedy, Ecchi, Slice of Life",1,"May 3, 2017",?,"Kadokawa Shoten, Delfi Sound",Doga Kobo
Ao no Exorcist: Kyoto Fujouou-hen OVA,7.13,3184,2218,"Action, Demons, Supernatural, Fantasy, Shounen",2,"Apr 4, 2017","Oct 4, 2017","None found, add some",A-1 Pictures
Ajin OVA,7.22,2731,2717,"Action, Mystery, Horror, Supernatural, Seinen",2,"May 6, 2016","Oct 7, 2016","None found, add some",Polygon Pictures
Baka Dakedo Chinchin Shaburu no dake wa Jouzu na Chii-chan♡,7.12,?,4756,Hentai,2,"Jun 30, 2017","Jul 28, 2017",Lune Pictures,T-Rex
Ajin 2nd Season OVA,7.07,3428,4763,"Action, Mystery, Horror, Supernatural, Seinen",1,"Apr 7, 2017",?,"None found, add some",Polygon Pictures
Boku to Misaki-sensei,6.66,?,5040,"Hentai, School",1,"Apr 28, 2017",?,"None found, add some",Jumondo
Yarimoku Beach ni Shuugakuryokou de!! The Animation,7.06,?,5200,Hentai,1,"May 26, 2017",?,Pink Pineapple,Seven
Meikoku Gakuen: Jutai-hen,7.07,?,5508,Hentai,2,"Apr 28, 2017","May 26, 2017","None found, add some",T-Rex
Tensei Kendo no Harem Colosseo,6.64,?,5881,"Harem, Hentai, Supernatural, Fantasy",4,"May 26, 2017","Jan 26, 2018",PoRO,"None found, add some"
Anata wa Watashi no Mono,6.14,?,5957,Hentai,2,"Apr 28, 2017","Aug 11, 2017",Mary Jane,"None found, add some"
Zton Jingai Animation: A Beautiful Greed Nulu Nulu,6.31,?,6255,Hentai,1,"May 6, 2017",?,"None found, add some",Studio Zealot
Daraku Reijou The Animation: Hakoiri Ojousama Netorare Choukyou Kiroku,6.01,?,6558,Hentai,1,"Apr 7, 2017",?,BOOTLEG,T-Rex
Menhera Ayuri no Yamanai Onedari: Headphone wa Hazusenai,6.20,?,7319,Hentai,2,"Jun 30, 2017","Aug 25, 2017","None found, add some",Collaboration Works
Dainiji Ura Nyuugakushiken The Animation,6.04,?,7360,Hentai,1,"May 5, 2017",?,BOOTLEG,"None found, add some"
Gakuen Shinshoku: XX of the Dead,6.47,?,7416,Hentai,2,"Apr 28, 2017","Oct 27, 2017",Showten,"None found, add some"
Zutto Suki Datta,5.64,?,7595,"Hentai, Drama, School",2,"Apr 21, 2017","Jun 23, 2017","None found, add some",Queen Bee
"Seiso de Majime na Kanojo ga, Saikyou Yaricir ni Kanyuu Saretara...? The Animation",5.98,?,7754,Hentai,1,"Apr 28, 2017",?,Pink Pineapple,"None found, add some"
Tsuma ga Onsen de Circle Nakama no Nikubenki ni Natta no Desu ga... Anime Edition,5.91,?,8263,Hentai,1,"Jun 2, 2017",?,"None found, add some",Studio 9 Maiami
Mahouka Koukou no Rettousei Movie: Hoshi wo Yobu Shoujo,7.46,1748,1138,"Action, Sci-Fi, Supernatural, Magic",1,"Jun 17, 2017",?,"Aniplex, Studio Mausu",8bit
Fairy Tail Movie 2: Dragon Cry,7.52,1545,1145,"Action, Adventure, Comedy, Magic, Fantasy, Shounen",1,"May 6, 2017",?,"None found, add some",A-1 Pictures
Yoru wa Mijikashi Arukeyo Otome,8.21,304,1681,"Comedy, Romance",1,"Apr 7, 2017",?,"Fuji TV, Toho, BS Fuji, Kadokawa",Science SARU
Blame! Movie,7.09,3356,1731,"Action, Sci-Fi, Psychological, Drama, Mecha, Seinen",1,"May 20, 2017",?,"Starchild Records, Kodansha, KlockWorx, Glovision",Polygon Pictures
Yoake Tsugeru Lu no Uta,7.43,1842,2743,"Adventure, Music, Supernatural, Fantasy",1,"May 19, 2017",?,"Fuji TV, Toho, Fujipacific Music, BS Fuji",Science SARU
Free! Movie 1: Timeless Medley - Kizuna,7.54,1474,2940,"Drama, School, Slice of Life, Sports",1,"Apr 22, 2017",?,"None found, add some",Kyoto Animation
Detective Conan Movie 21: The Crimson Love Letter,7.67,1120,3652,"Action, Mystery, Historical, Police, Drama, Romance",1,"Apr 15, 2017",?,"None found, add some",TMS Entertainment
ChäoS;Child: Silent Sky,6.57,5685,4046,"Sci-Fi, Mystery, Psychological, Supernatural",1,"Jun 17, 2017",?,"None found, add some",SILVER LINK.
Biohazard: Vendetta,7.02,3658,4167,"Action, Horror, Sci-Fi",1,"May 27, 2017",?,"None found, add some",Marza Animation Planet
Shingeki no Kyojin in the Dome: Heishi-tachi no Hoshizora,7.02,3691,4331,"Military, Shounen, Space",1,"May 20, 2017",?,"None found, add some","None found, add some"
Yuuki Yuuna wa Yuusha de Aru: Washio Sumi no Shou 2 - Tamashii,7.81,831,4848,"Drama, Fantasy, Magic, Slice of Life",1,"Apr 15, 2017",?,Pony Canyon,Studio Gokumi
Cocolors,6.79,4607,6791,Sci-Fi,1,"May 5, 2017",?,"None found, add some","Kamikaze Douga, Nishiki Studio"
Free! Movie 1: Timeless Medley - Kizuna - Character Butai Aisatsu,6.83,4435,6899,Comedy,4,"Apr 22, 2017",?,"None found, add some",Kyoto Animation
King of Prism: Pride the Hero,6.85,4362,7626,"Music, Sports, Shoujo",1,"Jun 10, 2017",?,Avex Pictures,Tatsunoko Production
Yuuki Yuuna wa Yuushabu Shozoku 2,6.53,5896,8185,"Slice of Life, Comedy, Magic, Fantasy",1,"Apr 15, 2017",?,"None found, add some",W-Toon Studio
Crayon Shin-chan Movie 25: Shin-chan Shuurai! Uchuujin Shiriri,6.90,4114,9240,"Sci-Fi, Adventure, Comedy, Seinen",1,"Apr 15, 2017",?,"None found, add some",Shin-Ei Animation
Osomatsu-san: Haru no Zenkoku Dai Senbatsu Jouei-sai - Sentou Quiz 2,6.06,8307,10397,"Comedy, Parody",1,"Apr 6, 2017",?,Avex Pictures,Studio Pierrot
Ylion to Callysia,N/A,13923,12141,"Action, Fantasy",1,"Jun 4, 2017",?,Dwango,"None found, add some"
Bai Niao Gu,6.51,6007,12335,"Supernatural, Magic, Fantasy",1,"Jun 12, 2017",?,"None found, add some",Wolf Smoke Studio
Kamisama Minarai: Himitsu no Cocotama Movie - Kiseki wo Okose♪ Tepple to Dokidoki Cocotama-kai,N/A,15815,12993,"Kids, Magic, Fantasy",1,"Apr 28, 2017",?,"Lantis, Bandai",OLM
Tamagotchi Movie: Tanpen Himitsu no Otodoke Daisakusen!,N/A,13264,13365,"Cars, Kids",1,"Apr 28, 2017",?,"None found, add some",OLM
Power Battle Watch Car: Watch Gamyeon-ui Yeogseub,N/A,12474,17199,"Cars, Kids",1,"Jun 1, 2017",?,"None found, add some","None found, add some"
Sprin' Pan: Mae e Susumou!,N/A,13113,17648,"Adventure, Fantasy",1,"Jun 13, 2017",?,"None found, add some","None found, add some"
Saenai Heroine no Sodatekata ♭: Koi to Junjou no Service-kai,7.35,2146,1623,"Harem, Comedy, Romance, Ecchi, School",1,"Apr 6, 2017",?,Aniplex,A-1 Pictures
Yuri!!! on Ice: Yuri Plisetsky GPF in Barcelona EX - Welcome to The Madness,7.97,582,2146,"Music, Sports",1,"May 26, 2017",?,Avex Pictures,MAPPA
Natsume Yuujinchou Go Specials,8.33,200,2915,"Slice of Life, Demons, Supernatural, Drama, Shoujo",2,"Mar 30, 2017","Apr 26, 2017","None found, add some",Shuka
Nanbaka: Shusseki Bangou no Tsuita Baka-tachi!,6.89,4156,3463,"Action, Comedy, School",1,"Apr 29, 2017",?,comico,Satelight
Shingeki no Kyotou,6.42,6524,3821,"Action, Fantasy, Shounen",1,"Apr 10, 2017",?,Kodansha,"None found, add some"
Koe no Katachi Specials,7.07,3448,3968,Music,2,"May 17, 2017",?,"None found, add some",Kyoto Animation
Shingeki no Kyojin-ten 360° Taikan Theater,7.29,2414,4285,"Action, Fantasy, Shounen, Super Power",3,"Jun 21, 2017","Aug 18, 2017",Pony Canyon,"None found, add some"
One Room Special,5.55,10062,1556,Slice of Life,12,"Jan 11, 2017","Mar 29, 2017",Smiral Animation,Typhoon Graphics
Tsuki ga Kirei: Michinori,6.61,5474,4388,"Romance, School",1,"May 19, 2017",?,flying DOG,feel.
Berserk: Majo no Tsuisou,5.80,9232,4646,"Action, Adventure, Demons, Drama, Fantasy, Horror, Magic, Supernatural",1,"Jun 2, 2017",?,LIDENFILMS,"Millepensee, GEMBA"
Sin: Nanatsu no Taizai - Masani Akuma no Shogyou...,5.49,10236,5477,"Ecchi, Fantasy",1,"May 13, 2017",?,"None found, add some","Artland, TNK"
ACCA: 13-ku Kansatsu-ka Specials,6.79,4604,5625,"Slice of Life, Seinen",6,"Apr 21, 2017","Aug 29, 2017","None found, add some",Madhouse
Sin: Nanatsu no Taizai Zange-roku Specials,5.90,8928,4988,"Ecchi, Fantasy",12,"Apr 14, 2017","Jun 25, 2017","None found, add some","Artland, TNK"
Hungry Days: Aoharu ka yo.,6.17,7779,6422,"Slice of Life, Magic, Romance",11,"Jun 7, 2017","Feb 7, 2020","None found, add some","Shaft, Tatsunoko Production"
Code Geass: Hangyaku no Lelouch Picture Drama - Kiseki no Anniversary,6.33,6954,6852,"Slice of Life, School",1,"Apr 21, 2017",?,"None found, add some","None found, add some"
Seikaisuru Kado: Ekwari,6.08,8200,6926,Sci-Fi,1,"May 19, 2017",?,"None found, add some",Toei Animation
"Minami Kamakura Koukou Joshi Jitenshabu: Kita yo, Taiwan!",6.50,6062,8011,"Sports, School, Shounen",1,"May 15, 2017",?,"Genco, Exit Tunes, Duckbill Entertainment, Shanghai Tiantan Culture & Media, NADA Holdings, My Theater D.D.","J.C.Staff, A.C.G.T."
Soushin Shoujo Matoi: Kabushiki Gaisha Knight Busters,6.56,5758,8301,"Magic, Supernatural",1,"Apr 21, 2017",?,"Bandai Visual, Lantis",White Fox
Cinderella Girls Gekijou Specials,6.33,6953,8937,"Slice of Life, Comedy",2,"Jun 28, 2017","Jul 26, 2017","None found, add some","Gathering, Lesprit"
Starmyu 2nd Season Special,7.32,2301,4442,"Music, Slice of Life, School",12,"Apr 4, 2017","Jun 20, 2017",NBCUniversal Entertainment Japan,C-Station
Morinaga Nyuugyou x Mary to Majo no Hana,5.69,9630,10155,"Slice of Life, Magic",4,"Apr 6, 2017",2017,"None found, add some","None found, add some"
Dragon Ball Z: The Real 4-D at Super Tenkaichi Budokai,6.08,8177,11004,"Action, Super Power, Fantasy, Shounen",1,"Jun 30, 2017",?,"None found, add some","None found, add some"
Chiruran: Nibun no Ichi Special,5.65,9758,6008,"Action, Comedy, Historical",12,"Jan 10, 2017","Mar 28, 2017","DAX Production, KBS, Coamix, Warner Music Japan, Smiral Animation",LandQ studios
Chikatetsu ni Noru,5.73,9502,13082,Slice of Life,1,"May 27, 2017",?,"None found, add some","None found, add some"
Chein Kuro-Nikuru!! Kanketsu-hen,N/A,14542,14209,"Comedy, Parody",1,"Jun 23, 2017",?,Studio PuYUKAI,"None found, add some"
Suna no Akari,N/A,13163,15457,"Music, Fantasy",1,"Jun 28, 2017",?,"None found, add some","None found, add some"
Shishido Journey,N/A,12896,16101,Music,1,"Jun 3, 2017",?,"None found, add some","None found, add some"
Stone Age Episode 0,N/A,13128,17013,"Fantasy, Kids",1,"May 2, 2017",?,"None found, add some","None found, add some"
Kuzu no Honkai,7.24,2670,273,"Drama, Romance, School, Seinen",12,"Jan 13, 2017","Mar 31, 2017","Aniplex, Dentsu, Square Enix, Studio Hibari, Fuji TV, Kyoraku Industrial Holdings, Kansai Telecasting",Lerche
Gabriel DropOut,7.47,1712,423,"Comedy, Demons, Supernatural, School, Shounen",12,"Jan 9, 2017","Mar 27, 2017","Media Factory, AT-X, Sony Music Communications, Kadokawa Media House, NTT Plala",Doga Kobo
Fuuka,6.52,5944,691,"Drama, Ecchi, Music, Romance, School, Shounen",12,"Jan 6, 2017","Mar 24, 2017","Studio Tulip, Magic Capsule, Warner Bros. Japan, flying DOG",Diomedéa
Seiren,6.29,7132,939,"Romance, School",12,"Jan 6, 2017","Mar 24, 2017","Pony Canyon, TBS, DAX Production, Pony Canyon Enterprise, Stardust Promotion, GYAO!","Studio Gokumi, AXsiZ"
Shouwa Genroku Rakugo Shinjuu: Sukeroku Futatabi-hen,8.76,34,1097,"Drama, Historical, Josei",12,"Jan 7, 2017","Mar 25, 2017","Mainichi Broadcasting System, Kodansha, DAX Production, King Records",Studio Deen
Tales of Zestiria the Cross 2nd Season,7.33,2235,1214,"Action, Adventure, Magic, Fantasy",13,"Jan 8, 2017","Apr 29, 2017","Bandai Visual, Lantis, Bandai Namco Entertainment, Anime Consortium Japan",ufotable
Akiba's Trip The Animation,6.53,5898,1327,"Action, Comedy, Supernatural, Ecchi",13,"Jan 4, 2017","Mar 29, 2017","AT-X, DLE, Studio Mausu, BS Fuji, Tokyo MX, Evil Line Records, Docomo Anime Store, bilibili, DMM.com, Sotsu Music Publishing, Exa International",Gonzo
Urara Meirochou,7.12,3244,1418,"Slice of Life, Comedy, Fantasy, Seinen",12,"Jan 6, 2017","Mar 24, 2017","TBS, Magic Capsule, Houbunsha, NBCUniversal Entertainment Japan, Nichion",J.C.Staff
Chain Chronicle: Haecceitas no Hikari,6.61,5485,1539,"Action, Adventure, Fantasy, Magic",12,"Jan 8, 2017","Mar 26, 2017","Bandai Visual, Sotsu, Sega, flying DOG, Slow Curve, Showgate, Sound Team Don Juan, Hakuhodo DY Music & Pictures, Sammy, Pazzy Entertainment, Akatsuki","Telecom Animation Film, Graphinica"
Rewrite 2nd Season,7.23,2691,1598,"Action, Military, Comedy, Supernatural, Romance, Fantasy",11,"Jan 14, 2017","Mar 25, 2017","Aniplex, Mainichi Broadcasting System, Movic, Visual Arts, Magic Capsule, ASCII Media Works, Bushiroad, Tokyo MX, BS11, Lawson",8bit
Super Lovers 2,7.22,2777,1946,"Slice of Life, Comedy, Drama, Romance, Shounen Ai",10,"Jan 12, 2017","Mar 16, 2017","Kadokawa Shoten, Movic, AT-X, DAX Production, Nippon Columbia, KlockWorx, Sony Music Communications, Tokyo MX, Lawson HMV Entertainment, TV Saitama",Studio Deen
Nyanko Days,6.60,5553,2215,"Slice of Life, Comedy",12,"Jan 8, 2017","Mar 26, 2017",Quatre Stella,EMT Squared
ēlDLIVE,6.13,7958,2640,"Action, Sci-Fi, Space, Police, Shounen",12,"Jan 8, 2017","Mar 26, 2017","Yomiuri Telecasting, d-rights, Half H.P Studio, Shueisha, Tokuma Japan Communications, Tencent Japan",Studio Pierrot
Reikenzan: Eichi e no Shikaku,6.91,4071,2787,"Comedy, Magic, Fantasy",12,"Jan 8, 2017","Mar 26, 2017","Haoliners Animation League, Tencent Animation & Comics",Studio Deen
Onihei,7.31,2311,2934,"Historical, Seinen",13,"Jan 10, 2017","Apr 4, 2017","TV Tokyo, TMS Entertainment, Bungeishunjuu, Jidaigeki Channel",Studio M2
Yami Shibai 4,5.74,9483,3653,"Dementia, Horror, Supernatural",13,"Jan 16, 2017","Mar 27, 2017",TV Tokyo,ILCA
Schoolgirl Strikers: Animation Channel,5.70,9625,4085,"Action, Sci-Fi, School",13,"Jan 7, 2017","Apr 1, 2017","Square Enix, Movic, Warner Bros. Japan, KlockWorx, BS11, Egg Firm",J.C.Staff
Marginal#4: Kiss kara Tsukuru Big Bang,6.69,5101,4481,"Comedy, Music, School",12,"Jan 12, 2017","Mar 30, 2017","Sotsu, Movic, Warner Bros. Japan, KlockWorx",J.C.Staff
Piace: Watashi no Italian,5.87,9007,4489,"Slice of Life, Comedy",12,"Jan 11, 2017","Mar 29, 2017","Pony Canyon, Studio NOIX, comico",Zero-G
Idol Jihen,5.66,9723,4731,Music,12,"Jan 8, 2017","Mar 26, 2017","BS Fuji, MAGES., Docomo Anime Store, bilibili, Crunchyroll SC Anime Fund","MAPPA, Studio VOLN"
Choboraunyopomi Gekijou Dai San Maku Ai Mai Mii: Surgical Friends,6.09,8149,5468,"Slice of Life, Comedy",12,"Jan 3, 2017","Mar 21, 2017","Dream Creation, On-Lead",Seven
Forest Fairy Five,3.33,11741,8344,"Music, Comedy, Fantasy",13,"Jan 6, 2017","Mar 31, 2017","Showgate, Tokyo MX","None found, add some"
Sengoku Choujuu Giga: Otsu,5.88,9000,8567,"Historical, Demons, Supernatural, Samurai",13,"Jan 15, 2017","Apr 9, 2017",King Records,ILCA
Chou Shounen Tanteidan Neo,5.26,10801,8870,Mystery,13,"Jan 2, 2017","Mar 27, 2017",Tokyo MX,DLE
Nananin no Ayakashi: Chimi Chimi Mouryou!! Gendai Monogatari,N/A,11912,12234,"Comedy, Supernatural",8,"Dec 5, 2016","Jan 29, 2017","None found, add some",DLE
Tokyo Futago Athletic,N/A,13432,13209,"Comedy, Sports",8,"Dec 30, 2016","Jan 7, 2017","TC Entertainment, CREi",Ripromo
Naruto: Shippuuden,8.20,321,16,"Action, Adventure, Comedy, Super Power, Martial Arts, Shounen",500,"Feb 15, 2007","Mar 23, 2017","TV Tokyo, Aniplex, KSS, Rakuonsha, TV Tokyo Music, Shueisha",Studio Pierrot
Sousei no Onmyouji,7.31,2320,377,"Action, Supernatural, Romance, Fantasy, Shounen",50,"Apr 6, 2016","Mar 29, 2017","TV Tokyo, Nihon Ad Systems, TV Tokyo Music, Avex Pictures, Shueisha",Studio Pierrot
Mobile Suit Gundam: Iron-Blooded Orphans 2nd Season,8.23,283,1455,"Action, Drama, Mecha, Sci-Fi, Space",25,"Oct 2, 2016","Apr 2, 2017","Sotsu, Asatsu DK, Mainichi Broadcasting System",Sunrise
"Trickster: Edogawa Ranpo ""Shounen Tanteidan"" yori",6.24,7434,1517,"Sci-Fi, Mystery, Psychological, Drama",24,"Oct 4, 2016","Mar 28, 2017","Bandai Visual, Yomiuri Telecasting, Lantis, Asmik Ace, JR East Marketing & Communications, Sumitomo, Akatsuki","TMS Entertainment, Shin-Ei Animation"
All Out!!,7.07,3429,1628,"School, Seinen, Sports",25,"Oct 7, 2016","Mar 31, 2017","Telecom Animation Film, Mainichi Broadcasting System, Kodansha, Asmik Ace, Sony Music Entertainment, TMS Music","Madhouse, TMS Entertainment"
Yu☆Gi☆Oh! Arc-V,6.73,4884,2425,"Action, Game, Fantasy, Shounen",148,"Apr 6, 2014","Mar 26, 2017","TV Tokyo, Nihon Ad Systems, Marvelous AQL",Gallop
Long Riders!,6.66,5229,3590,"Slice of Life, Comedy, Sports, Shounen",12,"Oct 8, 2016","Feb 5, 2017","Lantis, DAX Production, NBCUniversal Entertainment Japan, Hakuhodo DY Music & Pictures, Ichijinsha, Bandai Channel",Actas
Furusato Saisei: Nippon no Mukashibanashi,6.99,3788,5216,"Historical, Kids, Supernatural",258,"Apr 1, 2012","Mar 26, 2017","TV Tokyo, Sony Music Entertainment, Peter Pan Creation",Tomason
Nyanbo!,6.34,6899,6466,Comedy,26,"Sep 27, 2016","Mar 28, 2017","None found, add some",Shirogumi
Time Bokan 24,5.90,8931,7301,"Adventure, Comedy, Mecha",24,"Oct 1, 2016","Mar 18, 2017","Yomiuri Telecasting, Level-5",Tatsunoko Production
Future Card Buddyfight Triple D,6.46,6273,7895,Game,51,"Apr 2, 2016","Mar 25, 2017",Bushiroad,"Xebec, OLM"
Rilu Rilu Fairilu: Yousei no Door,6.66,5248,9193,"Slice of Life, Magic, Fantasy",59,"Feb 6, 2016","Mar 25, 2017",Sotsu,Studio Deen
Battle Spirits: Double Drive,5.85,9078,10377,"Game, Fantasy",51,"Apr 6, 2016","Mar 29, 2017","None found, add some",Bandai Namco Pictures
Duel Masters VSRF,5.47,10309,10629,"Action, Adventure, Comedy, Kids, Fantasy",51,"Apr 3, 2016","Mar 26, 2017","TV Tokyo, Shogakukan-Shueisha Productions, Studio Hibari",Ascension
Kamigami no Ki,6.02,8467,11675,"Comedy, Historical, Supernatural",17,"Nov 25, 2016","Apr 28, 2017","None found, add some",Sotsu
CoCO & NiCO,N/A,14663,12369,"Comedy, Kids",39,"Apr 8, 2016","Feb 3, 2017","Sony Music Entertainment, MMDGP, Tokyo MX",Kachidoki Studio
Kamiwaza Wanda,N/A,15835,12630,"Sci-Fi, Kids",47,"Apr 23, 2016","Mar 25, 2017",TBS,TMS Entertainment
Nameko: Sekai no Tomodachi,N/A,11903,12930,"Comedy, Kids",26,"Apr 10, 2016","Feb 12, 2017","Zexcs, BeeWorks",Studio Deen
Neko no Dayan: Fushigi Gekijou,N/A,11976,14806,Kids,30,"Oct 1, 2016","Apr 20, 2017","None found, add some",Kachidoki Studio
